,appearences,assists,blocks,captain,dispossesed,goals,hit_post,injured,inside_box_saves,interceptions,lineups,minutes,number,player_id,position_id,redcards,saves,substitute_in,substitute_out,substitutes_on_bench,tackles,yellowcards,yellowred
3,1,0,,0,,0,,FALSE,,,0,18,,112630,2,0,,1,0,4,,0,0
4,0,0,,0,,0,,FALSE,,,0,0,,112215,2,0,,0,0,4,,0,0
5,4,0,,0,,0,,FALSE,,,3,304,,7035112,2,0,,1,0,1,,1,0
6,3,0,,0,,0,,FALSE,,,3,270,,112060,2,0,,0,0,0,,2,0
7,3,0,,0,,0,,FALSE,,,3,270,,111965,2,0,,0,0,0,,1,0
8,4,0,,0,,0,,FALSE,,,4,360,,112061,2,0,,0,0,0,,0,0
9,4,0,,0,,2,,FALSE,,,4,346,,318,3,0,,0,1,0,,0,0
10,4,0,,0,,0,,FALSE,,,4,321,,112202,3,0,,0,2,0,,0,0
11,3,0,,0,,1,,FALSE,,,1,150,,108715,3,0,,2,0,3,,0,0
12,4,0,,0,,0,,FALSE,,,4,360,,7035067,3,0,,0,0,0,,0,0
13,1,0,,0,,0,,FALSE,,,1,64,,7035149,3,0,,0,1,0,,0,0
14,3,0,,0,,0,,FALSE,,,1,96,,112655,3,0,,2,1,2,,0,0
15,1,0,,0,,0,,FALSE,,,0,13,,7035113,3,0,,1,0,4,,0,0
16,4,0,,0,,2,,FALSE,,,4,271,,23360,4,0,,0,3,0,,0,0
17,2,0,,0,,1,,FALSE,,,0,71,,60370,4,0,,2,0,4,,0,0
18,2,0,,0,,0,,FALSE,,,0,55,,112234,4,0,,2,0,2,,0,0
19,4,0,,0,,2,,FALSE,,,4,271,,111878,4,0,,0,3,0,,0,0
0,1,0,,0,,0,,FALSE,,,1,90,1,6972502,1,0,,0,0,6,,1,0
1,7,0,,0,,0,,FALSE,,,7,630,13,55980,1,0,,0,0,1,,1,0
2,0,0,,0,,0,,FALSE,,,0,0,30,379777,1,0,,0,0,1,,0,0
3,2,0,,0,,0,,FALSE,,,2,180,2,185201,2,0,,0,0,1,,1,0
4,1,0,,0,,0,,FALSE,,,1,90,3,107509,2,0,,0,0,0,,0,0
5,7,0,,0,,0,,FALSE,,,7,586,4,184819,2,0,,0,1,1,,1,0
6,7,0,,0,,0,,FALSE,,,7,613,5,164432,2,0,,0,1,0,,2,0
7,3,0,,0,,0,,FALSE,,,1,68,16,185034,2,0,,2,1,5,,0,0
8,5,0,,0,,0,,FALSE,,,5,406,19,28183,2,0,,0,1,0,,2,0
9,2,0,,0,,0,,FALSE,,,1,160,22,127846,2,0,,1,0,3,,0,0
10,7,0,,0,,0,,FALSE,,,7,630,27,56298,2,0,,0,0,0,,1,0
11,5,0,,0,,0,,FALSE,,,4,393,7,185105,3,0,,1,0,2,,4,0
12,4,0,,0,,1,,FALSE,,,3,265,8,185299,3,0,,1,1,4,,0,0
13,6,0,,0,,0,,FALSE,,,4,280,9,113494,3,0,,2,3,3,,1,0
14,0,0,,0,,0,,FALSE,,,0,0,10,6972538,3,0,,0,0,2,,0,0
15,4,0,,0,,0,,FALSE,,,2,212,14,184822,3,0,,2,1,4,,1,0
16,3,0,,0,,0,,FALSE,,,2,160,15,185420,3,0,,1,1,3,,0,0
17,8,0,,0,,0,,FALSE,,,7,641,17,129413,3,0,,1,2,1,,1,0
18,7,0,,0,,0,,FALSE,,,7,617,18,184975,3,0,,0,1,0,,3,0
19,7,0,,0,,0,,FALSE,,,4,379,20,185222,3,0,,3,2,3,,0,0
20,1,0,,0,,0,,FALSE,,,1,46,25,108942,3,0,,0,1,2,,0,0
21,2,0,,0,,0,,FALSE,,,1,58,26,187858,3,0,,1,1,3,,0,0
22,1,0,,0,,0,,FALSE,,,1,71,31,61988,3,0,,0,1,0,,0,0
23,1,0,,0,,0,,FALSE,,,0,33,,216406,3,0,,1,0,1,,0,0
24,3,0,,0,,1,,FALSE,,,1,184,6,110606,4,0,,2,1,4,,1,0
25,5,0,,0,,3,,FALSE,,,5,385,12,127496,4,0,,0,1,0,,0,0
26,7,0,,0,,0,,FALSE,,,3,383,21,106189,4,0,,4,2,5,,2,0
27,4,0,,0,,1,,FALSE,,,4,360,24,184821,4,0,,0,0,1,,0,0
0,4,0,,0,,0,,FALSE,,,4,355,,526310,,0,,0,1,0,,0,0
1,4,0,,0,,0,,FALSE,,,4,332,,1553397,,0,,0,2,0,,0,0
2,0,0,,0,,0,,FALSE,,,0,0,,7035159,1,0,,0,0,4,,0,0
3,4,0,,0,,0,,FALSE,,,4,360,,7035160,1,0,,0,0,0,,1,0
4,2,0,,0,,0,,FALSE,,,2,163,,650,2,0,,0,0,1,,1,1
5,4,0,,0,,0,,FALSE,,,3,278,,7035161,2,0,,1,0,1,,1,0
6,4,0,,0,,1,,FALSE,,,4,360,,204815,2,0,,0,0,0,,0,0
7,0,0,,0,,0,,FALSE,,,0,0,,58099,2,0,,0,0,2,,0,0
8,0,0,,0,,0,,FALSE,,,0,0,,172352,2,0,,0,0,1,,0,0
9,4,0,,0,,0,,FALSE,,,3,270,,57530,2,0,,1,0,1,,0,0
10,0,0,,0,,0,,FALSE,,,0,0,,54698,2,0,,0,0,3,,0,0
11,3,0,,0,,0,,FALSE,,,2,194,,7035162,2,0,,1,0,2,,0,0
12,1,0,,0,,0,,FALSE,,,0,33,,56493,3,0,,1,0,2,,0,0
13,0,0,,0,,0,,FALSE,,,0,0,,169927,3,0,,0,0,1,,0,0
14,4,0,,0,,1,,FALSE,,,3,234,,169302,3,0,,1,3,1,,0,0
15,4,0,,0,,0,,FALSE,,,4,359,,415,3,0,,0,1,0,,0,0
16,3,0,,0,,0,,FALSE,,,3,262,,130610,3,0,,0,1,0,,2,0
17,4,0,,0,,0,,FALSE,,,3,287,,1552734,3,0,,1,0,1,,1,0
18,4,0,,0,,0,,FALSE,,,2,185,,169269,4,0,,2,1,2,,0,0
19,2,0,,0,,2,,FALSE,,,2,180,,58041,4,0,,0,0,0,,0,0
20,2,0,,0,,0,,FALSE,,,0,16,,130343,4,0,,2,0,4,,0,0
21,1,0,,0,,0,,FALSE,,,1,75,,170980,4,0,,0,1,2,,1,0
0,4,0,,0,,0,,FALSE,,,4,390,,61091,1,0,,0,0,0,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,,6972379,1,0,,0,0,4,,0,0
2,2,0,,0,,0,,FALSE,,,2,210,,149821,2,0,,0,0,1,,0,0
3,2,0,,0,,0,,FALSE,,,2,210,,150020,2,0,,0,0,2,,0,0
4,3,0,,0,,0,,FALSE,,,3,300,,149971,2,0,,0,0,1,,0,0
5,4,0,,0,,1,,FALSE,,,4,354,,83522,2,1,,0,0,0,,0,0
6,2,0,,0,,0,,FALSE,,,1,68,,287866,2,0,,1,1,2,,0,0
7,4,0,,0,,0,,FALSE,,,3,304,,7035163,2,0,,1,0,1,,1,0
8,0,0,,0,,0,,FALSE,,,0,0,,7035121,2,0,,0,0,1,,0,0
9,2,0,,0,,0,,FALSE,,,1,66,,189371,3,0,,1,1,3,,0,0
10,4,0,,0,,0,,FALSE,,,3,334,,149974,3,0,,1,0,1,,2,0
11,3,0,,0,,0,,FALSE,,,3,250,,150237,3,0,,0,1,0,,2,0
12,4,0,,0,,1,,FALSE,,,4,390,,150134,3,0,,0,0,0,,1,0
13,4,0,,0,,0,,FALSE,,,3,322,,23407,3,0,,1,1,1,,1,0
14,3,0,,0,,0,,FALSE,,,3,258,,83440,3,0,,0,1,1,,0,0
15,2,0,,0,,0,,FALSE,,,1,106,,149895,3,0,,1,1,3,,0,0
16,1,0,,0,,0,,FALSE,,,0,24,,61176,3,0,,1,1,2,,0,0
17,2,0,,0,,0,,FALSE,,,1,72,,150062,3,0,,1,1,2,,0,0
18,2,0,,0,,0,,FALSE,,,0,70,,150003,4,0,,2,0,3,,0,0
19,3,0,,0,,2,,FALSE,,,3,272,,5499,4,0,,0,1,0,,2,0
20,3,0,,0,,2,,FALSE,,,3,254,,3125,4,0,,0,1,0,,0,0
0,3,0,,0,,0,,FALSE,,,3,270,,164355,1,0,,0,0,1,,0,0
1,1,0,,0,,0,,FALSE,,,1,90,,145452,1,0,,0,0,3,,0,0
2,4,0,,0,,2,,FALSE,,,4,333,,169530,2,0,,0,1,0,,0,0
3,1,0,,0,,0,,FALSE,,,0,27,,171153,2,0,,1,0,4,,0,0
4,3,0,,0,,0,,FALSE,,,3,264,,205022,2,0,,0,1,0,,2,0
5,4,0,,0,,0,,FALSE,,,4,360,,145144,2,0,,0,0,0,,0,0
6,4,0,,0,,0,,FALSE,,,4,343,,7035181,2,0,,0,1,0,,0,0
7,4,0,,0,,0,,FALSE,,,4,247,,163558,2,0,,0,4,0,,1,0
8,4,0,,0,,0,,FALSE,,,4,360,,163599,2,0,,0,0,0,,0,0
9,3,0,,0,,0,,FALSE,,,3,238,,145196,2,0,,0,1,0,,0,0
10,4,0,,0,,1,,FALSE,,,4,360,,98423,2,0,,0,0,0,,0,0
11,4,0,,0,,1,,FALSE,,,4,360,,164077,3,0,,0,0,0,,0,0
12,4,0,,0,,1,,FALSE,,,4,331,,56404,3,0,,0,2,0,,1,0
13,0,0,,0,,0,,FALSE,,,0,0,,144859,3,0,,0,0,3,,0,0
14,0,0,,0,,0,,FALSE,,,0,0,,144909,3,0,,0,0,4,,0,0
15,1,0,,0,,0,,FALSE,,,0,6,,207933,3,0,,1,0,3,,0,0
16,3,0,,0,,0,,FALSE,,,0,90,,164358,3,0,,3,0,4,,0,0
17,4,0,,0,,0,,FALSE,,,0,99,,55292,4,0,,4,0,4,,1,0
18,4,0,,0,,1,,FALSE,,,2,182,,57280,4,0,,2,1,2,,0,0
0,6,0,,0,,0,,FALSE,,,6,540,1,1072,1,0,,0,0,0,,0,0
1,4,0,,0,,0,,FALSE,,,4,360,12,24985,1,0,,0,0,5,,1,0
2,0,0,,0,,0,,FALSE,,,0,0,26,128991,1,0,,0,0,5,,0,0
3,8,0,,0,,0,,FALSE,,,7,705,2,3743,2,0,,1,0,1,,0,0
4,8,0,,0,,0,,FALSE,,,8,645,3,23797,2,0,,0,1,0,,2,0
5,6,0,,0,,0,,FALSE,,,3,270,4,472,2,0,,3,0,6,,1,0
6,2,0,,0,,0,,FALSE,,,2,180,5,184994,2,0,,0,0,1,,0,0
7,5,0,,0,,0,,FALSE,,,5,450,15,558,2,0,,0,0,4,,1,0
8,5,0,,0,,0,,FALSE,,,5,413,21,26987,2,0,,0,1,3,,0,0
9,3,0,,0,,0,,FALSE,,,2,185,22,107402,2,0,,1,0,4,,0,0
10,0,0,,0,,0,,FALSE,,,0,0,31,23587,2,0,,0,0,3,,0,0
11,0,0,,0,,0,,FALSE,,,0,0,45,23701,2,0,,0,0,2,,0,0
12,6,0,,0,,0,,FALSE,,,5,458,6,29817,3,0,,1,1,2,,3,0
13,4,0,,0,,1,,FALSE,,,3,261,7,23058,3,0,,1,3,5,,0,0
14,9,0,,0,,0,,FALSE,,,9,749,8,23026,3,0,,0,1,0,,1,0
15,9,0,,0,,0,,FALSE,,,9,786,10,292,3,0,,0,3,0,,1,0
16,7,0,,0,,3,,FALSE,,,5,548,16,287,3,0,,2,0,3,,1,0
17,7,0,,0,,4,,FALSE,,,5,491,18,22897,3,0,,2,1,2,,0,0
18,8,0,,0,,0,,FALSE,,,8,715,19,4489,3,0,,0,1,0,,1,0
19,0,0,,0,,0,,FALSE,,,0,0,33,23116,3,0,,0,0,1,,0,0
20,0,0,,0,,0,,FALSE,,,0,0,38,23569,3,0,,0,0,2,,0,0
21,4,0,,0,,0,,FALSE,,,1,89,9,23480,4,0,,3,1,5,,0,0
22,9,0,,0,,2,,FALSE,,,5,487,11,489,4,0,,4,0,4,,0,0
23,3,0,,0,,3,,FALSE,,,3,234,17,458437,4,0,,0,2,1,,1,0
24,8,0,,0,,2,,FALSE,,,6,569,24,1145,4,0,,2,4,4,,2,0
25,2,0,,0,,1,,FALSE,,,2,180,25,22887,4,0,,0,0,0,,0,0
26,1,0,,0,,0,,FALSE,,,0,21,27,27209,4,0,,1,0,4,,0,0
27,9,0,,0,,1,,FALSE,,,7,564,28,23030,4,0,,2,4,3,,0,0
0,8,0,,0,,0,,FALSE,,,8,720,1,254,1,0,,0,0,0,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,21,7035183,1,0,,0,0,8,,0,0
2,7,0,,0,,0,,FALSE,,,7,630,2,257,2,0,,0,0,0,,1,0
3,7,0,,0,,0,,FALSE,,,5,493,3,23420,2,0,,2,1,2,,1,0
4,7,0,,0,,0,,FALSE,,,7,616,4,699,2,0,,0,1,0,,0,0
5,5,0,,0,,0,0,FALSE,,,4,393,11,3775,2,0,,1,0,2,,0,0
6,4,0,,0,,0,,FALSE,,,3,275,18,23080,2,0,,1,0,5,,0,0
7,6,0,,0,,0,,FALSE,,,5,458,19,5160,2,0,,1,0,2,,0,0
8,0,0,,0,,0,,FALSE,,,0,0,36,7035184,2,0,,0,0,1,,0,0
9,8,0,,0,,0,,FALSE,,,8,676,6,23422,3,0,,0,1,0,,1,0
10,1,0,,0,,0,,FALSE,,,0,33,7,5555,3,0,,1,0,2,,0,0
11,8,0,,0,,1,,FALSE,,,8,665,8,23029,3,0,,0,1,0,,2,1
12,1,0,,0,,0,,FALSE,,,0,36,14,109640,3,0,,1,0,6,,0,0
13,2,0,,0,,0,,FALSE,,,2,111,15,23508,3,0,,0,2,0,,0,0
14,5,0,,0,,0,,FALSE,,,4,368,16,23161,3,0,,1,1,2,,0,0
15,8,0,,0,,0,,FALSE,,,8,606,20,1455,3,0,,0,3,0,,2,0
16,0,0,,0,,0,,FALSE,,,0,0,32,62996,3,0,,0,0,2,,0,0
17,0,0,,0,,0,,FALSE,,,0,0,33,6543,3,0,,0,0,5,,0,0
18,6,0,,0,,0,,FALSE,,,2,278,37,23352,3,0,,4,1,6,,0,0
19,6,0,,0,,1,,FALSE,,,5,446,9,779,4,0,,1,1,2,,1,1
20,2,0,,0,,0,,FALSE,,,1,107,10,984,4,0,,1,0,1,,0,0
21,8,0,,0,,2,,FALSE,,,8,682,17,23138,4,0,,0,2,0,,0,0
22,0,0,,0,,0,,FALSE,,,0,0,27,328796,4,0,,0,0,1,,0,0
23,4,0,,0,,0,,FALSE,,,3,223,29,144583,4,0,,1,2,2,,1,0
24,1,0,,0,,0,,FALSE,,,0,12,35,22893,4,0,,1,0,4,,0,0
0,6,0,,0,,0,,FALSE,,,6,540,1,200565,1,0,,0,0,0,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,16,94660,1,0,,0,0,6,,0,0
2,4,0,,0,,0,0,FALSE,,,3,308,2,1315,2,0,,1,1,1,,0,0
3,4,0,,0,,0,,FALSE,,,4,360,4,94131,2,0,,0,0,1,,2,0
4,5,0,,0,,0,,FALSE,,,5,450,5,3795,2,0,,0,0,0,,3,0
5,6,0,,0,,0,,FALSE,,,6,496,12,93957,2,0,,0,1,0,,0,0
6,0,0,,0,,0,,FALSE,,,0,0,19,61181,2,0,,0,0,1,,0,0
7,6,0,,0,,0,,FALSE,,,6,540,20,94324,2,0,,0,0,0,,2,0
8,5,0,,0,,0,,FALSE,,,5,429,21,94733,2,0,,0,1,1,,0,0
9,2,0,,0,,0,,FALSE,,,2,180,22,94621,2,0,,0,0,1,,1,0
10,2,0,,0,,0,,FALSE,,,2,180,25,31343,2,0,,0,0,3,,1,0
11,4,0,,0,,0,,FALSE,,,3,256,26,94469,2,0,,1,1,2,,0,0
12,1,0,,0,,0,,FALSE,,,1,90,7,1115,3,0,,0,0,4,,1,0
13,6,0,,0,,0,,FALSE,,,4,348,8,94136,3,0,,2,3,2,,0,0
14,2,0,,0,,0,,FALSE,,,1,57,10,31471,3,0,,1,1,2,,1,0
15,5,0,,0,,1,,FALSE,,,4,352,15,51271,3,0,,1,3,2,,0,0
16,6,0,,0,,0,,FALSE,,,6,540,17,940,3,0,,0,0,0,,2,0
17,1,0,,0,,0,,FALSE,,,0,6,23,93959,3,0,,1,0,3,,0,0
18,2,0,,0,,0,,FALSE,,,1,134,29,94341,3,0,,1,0,1,,0,0
19,6,0,,0,,0,,FALSE,,,4,340,9,94326,4,0,,2,4,2,,0,0
20,1,0,,0,,0,,FALSE,,,0,15,11,301917,4,0,,1,0,2,,0,0
21,2,0,,0,,0,,FALSE,,,0,19,13,94159,4,0,,2,0,4,,0,0
22,5,0,,0,,0,,FALSE,,,3,263,14,759,4,0,,2,2,2,,0,0
23,2,0,,0,,0,,FALSE,,,0,37,27,935,4,0,,2,0,2,,0,0
0,0,0,,0,,0,,FALSE,,,0,0,,120768,1,0,,0,0,2,,0,0
1,2,0,,0,,0,,FALSE,,,2,180,,148233,1,0,,0,0,0,,0,0
2,1,0,,0,,1,,FALSE,,,1,46,,148005,2,0,,0,1,0,,0,0
3,2,0,,0,,0,,FALSE,,,2,180,,147988,2,0,,0,0,0,,1,0
4,2,0,,0,,0,,FALSE,,,2,121,,148223,2,0,,0,0,0,,2,1
5,2,0,,0,,1,,FALSE,,,2,155,,148070,2,0,,0,1,0,,0,0
6,0,0,,0,,0,,FALSE,,,0,0,,148336,2,0,,0,0,2,,0,0
7,0,0,,0,,0,,FALSE,,,0,0,,7035188,2,0,,0,0,1,,0,0
8,2,0,,0,,0,,FALSE,,,2,180,,7035189,2,0,,0,0,0,,0,0
9,2,0,,0,,0,,FALSE,,,2,180,,120342,3,0,,0,0,0,,0,0
10,1,0,,0,,0,,FALSE,,,0,2,,148466,3,0,,1,0,2,,0,0
11,2,0,,0,,0,,FALSE,,,1,132,,148077,3,0,,1,1,1,,0,0
12,2,0,,0,,0,,FALSE,,,2,180,,148132,3,0,,0,0,0,,1,0
13,2,0,,0,,0,,FALSE,,,2,180,,148218,3,0,,0,0,0,,0,0
14,2,0,,0,,0,,FALSE,,,1,93,,120472,4,0,,1,1,1,,1,0
15,2,0,,0,,0,,FALSE,,,1,112,,147970,4,0,,1,0,1,,0,0
16,2,0,,0,,0,,FALSE,,,1,112,,148296,4,0,,1,0,1,,0,0
17,1,0,,0,,0,,FALSE,,,1,68,,148472,4,0,,0,1,1,,0,0
0,8,0,,0,,0,,FALSE,,,8,720,1,6972375,1,0,,0,0,0,,1,0
1,0,0,,0,,0,,FALSE,,,0,0,30,151868,1,0,,0,0,8,,0,0
2,7,0,,0,,0,,FALSE,,,6,564,5,335773,2,0,,1,0,1,,0,0
3,8,0,,0,,0,,FALSE,,,7,626,10,149980,2,0,,1,1,1,,1,0
4,7,0,,0,,1,,FALSE,,,6,615,11,150037,2,0,,1,0,1,,0,0
5,4,0,,0,,0,,FALSE,,,4,316,18,150311,2,0,,0,1,4,,1,0
6,6,0,,0,,0,,FALSE,,,6,540,26,335774,2,0,,0,0,0,,0,0
7,8,0,,0,,0,,FALSE,,,8,704,33,150004,2,0,,0,1,0,,0,0
8,6,0,,0,,0,,FALSE,,,3,352,4,150041,3,0,,3,1,5,,0,0
9,7,0,,0,,1,,FALSE,,,7,482,6,150017,3,0,,0,5,0,,0,0
10,4,0,,0,,0,,FALSE,,,4,360,7,7035193,3,0,,0,0,0,,1,0
11,1,0,,0,,0,,FALSE,,,0,7,14,185226,3,0,,1,0,6,,1,0
12,5,0,,0,,1,,FALSE,,,5,350,15,31039,3,0,,0,3,2,,0,0
13,1,0,,0,,0,,FALSE,,,0,16,21,6972388,3,0,,1,0,7,,0,0
14,0,0,,0,,0,,FALSE,,,0,0,,976,3,0,,0,0,0,,0,0
15,8,0,,0,,0,,FALSE,,,5,509,9,150652,4,0,,3,0,3,,0,0
16,6,0,,0,,1,,FALSE,,,0,145,13,97990,4,0,,6,0,8,,2,0
17,8,0,,0,,1,,FALSE,,,7,551,17,149942,4,0,,1,4,1,,0,0
18,8,0,,0,,2,,FALSE,,,6,456,20,94698,4,0,,2,6,2,,0,0
19,8,0,,0,,1,,FALSE,,,6,554,25,711,4,0,,2,2,2,,0,0
0,0,0,,0,,0,,FALSE,,,0,0,,54589,1,0,,0,0,2,,0,0
1,2,0,,0,,0,,FALSE,,,2,180,,136599,1,0,,0,0,0,,0,0
2,2,0,,0,,0,,FALSE,,,2,180,,7035197,2,0,,0,0,0,,0,0
3,2,0,,0,,0,,FALSE,,,2,180,,136134,2,0,,0,0,0,,0,0
4,2,0,,0,,0,,FALSE,,,2,180,,105287,2,0,,0,0,0,,0,0
5,1,0,,0,,0,,FALSE,,,1,90,,137362,2,0,,0,0,1,,1,0
6,2,0,,0,,0,,FALSE,,,2,165,,7035198,2,0,,0,1,0,,2,0
7,2,0,,0,,0,,FALSE,,,1,89,,7035199,2,0,,1,1,1,,0,0
8,0,0,,0,,0,,FALSE,,,0,0,,7035200,2,0,,0,0,2,,0,0
9,2,0,,0,,0,,FALSE,,,2,180,,104908,3,0,,0,0,0,,1,0
10,2,0,,0,,0,,FALSE,,,2,146,,136091,3,0,,0,1,0,,0,0
11,1,0,,0,,0,,FALSE,,,1,81,,136534,3,0,,0,1,1,,0,0
12,1,0,,0,,0,,FALSE,,,1,61,,105900,3,0,,0,1,1,,0,0
13,2,0,,0,,0,,FALSE,,,1,107,,136128,4,0,,1,0,1,,0,0
14,2,0,,0,,1,,FALSE,,,1,119,,2083,4,0,,1,0,1,,0,0
15,2,0,,0,,0,,FALSE,,,0,43,,136061,4,0,,2,0,2,,0,0
16,1,0,,0,,0,,FALSE,,,0,16,,315927,4,0,,1,0,2,,0,0
17,1,0,,0,,0,,FALSE,,,1,73,,469166,4,0,,0,1,0,,0,0
18,1,0,,0,,0,,FALSE,,,1,90,,7035204,4,0,,0,0,0,,0,0
0,5,0,,0,,0,,FALSE,,,5,450,1,127923,1,0,,0,0,7,,0,0
1,7,0,,0,,0,,FALSE,,,7,630,12,4137,1,0,,0,0,5,,0,0
2,9,0,,0,,0,,FALSE,,,9,784,2,127921,2,0,,0,1,0,,4,0
3,4,0,,0,,0,,FALSE,,,3,314,3,127928,2,0,,1,0,4,,0,0
4,8,0,,0,,0,,FALSE,,,7,650,4,127801,2,0,,1,0,2,,0,0
5,3,0,,0,,0,,FALSE,,,1,129,11,455935,2,0,,2,0,2,,0,0
6,4,0,,0,,0,,FALSE,,,0,66,13,1552569,2,0,,4,0,5,,0,0
7,3,0,,0,,0,,FALSE,,,3,270,16,127972,2,0,,0,0,4,,1,0
8,10,0,,0,,0,,FALSE,,,9,782,23,127733,2,0,,1,1,3,,1,0
9,9,0,,0,,0,,FALSE,,,9,786,25,127595,2,0,,0,1,3,,1,0
10,8,0,,0,,0,,FALSE,,,8,684,33,29744,2,0,,0,1,2,,0,0
11,1,0,,0,,0,,FALSE,,,1,70,49,128403,2,0,,0,1,0,,0,0
12,8,0,,0,,2,,FALSE,,,7,608,5,127597,3,0,,1,2,2,,0,0
13,4,0,,0,,0,,FALSE,,,2,219,6,127676,3,0,,2,0,6,,2,1
14,8,0,,0,,1,,FALSE,,,8,629,7,127924,3,0,,0,5,0,,2,0
15,8,0,,0,,1,,FALSE,,,4,450,8,127535,3,0,,4,1,7,,3,0
16,9,0,,0,,0,,FALSE,,,9,694,14,328629,3,0,,0,5,0,,3,1
17,2,0,,0,,0,,FALSE,,,0,13,18,212873,3,0,,2,0,4,,0,0
18,10,0,,0,,0,,FALSE,,,9,846,19,4134,3,0,,1,0,3,,1,0
19,7,0,,0,,1,,FALSE,,,4,337,20,107669,3,0,,3,2,6,,1,0
20,6,0,,0,,0,,FALSE,,,6,486,21,128124,3,0,,0,3,2,,1,0
21,2,0,,0,,0,,FALSE,,,2,115,31,128072,3,0,,0,2,1,,0,0
22,1,0,,0,,0,,FALSE,,,0,8,55,6973128,3,0,,1,0,1,,0,0
23,7,0,,0,,4,,FALSE,,,4,378,9,127741,4,0,,3,1,7,,2,0
24,11,0,,0,,6,,FALSE,,,10,852,10,128061,4,0,,1,4,2,,1,0
25,9,0,,0,,2,,FALSE,,,5,544,30,409,4,0,,4,2,5,,1,0
26,1,0,,0,,0,,FALSE,,,0,49,44,131320,4,0,,1,0,1,,1,0
0,4,0,,0,,1,,FALSE,,,4,360,,163743,,0,,0,0,0,,0,0
1,4,0,,0,,1,,FALSE,,,0,108,,55711,,0,,4,0,4,,0,0
2,0,0,,0,,0,,FALSE,,,0,0,,163850,1,0,,0,0,2,,0,0
3,4,0,,0,,0,,FALSE,,,4,360,,33335,1,0,,0,0,0,,0,0
4,0,0,,0,,0,,FALSE,,,0,0,,167033,1,0,,0,0,2,,0,0
5,4,0,,0,,0,,FALSE,,,4,360,,164140,2,0,,0,0,0,,1,0
6,0,0,,0,,0,,FALSE,,,0,0,,108643,2,0,,0,0,3,,0,0
7,4,0,,0,,0,,FALSE,,,4,360,,163534,2,0,,0,0,0,,0,0
8,2,0,,0,,0,,FALSE,,,1,100,,163741,2,0,,1,1,1,,0,0
9,4,0,,0,,0,,FALSE,,,4,290,,23000,2,0,,0,2,0,,0,0
10,1,0,,0,,0,,FALSE,,,1,90,,163951,2,0,,0,0,3,,0,0
11,0,0,,0,,0,,FALSE,,,0,0,,168854,2,0,,0,0,4,,0,0
12,4,0,,0,,1,,FALSE,,,4,351,,95503,3,0,,0,2,0,,1,0
13,4,0,,0,,0,,FALSE,,,3,271,,131211,3,0,,1,0,1,,1,0
14,4,0,,0,,0,,FALSE,,,4,345,,163725,3,0,,0,1,0,,1,0
15,4,0,,0,,0,,FALSE,,,4,360,,33441,3,0,,0,0,0,,2,0
16,0,0,,0,,0,,FALSE,,,0,0,,7035223,3,0,,0,0,1,,0,0
17,2,0,,0,,0,,FALSE,,,2,179,,107635,4,1,,0,1,0,,2,0
18,4,0,,0,,3,,FALSE,,,4,307,,107640,4,0,,0,2,0,,1,0
19,0,0,,0,,0,,FALSE,,,0,0,,163403,4,0,,0,0,1,,0,0
20,2,0,,0,,0,,FALSE,,,1,62,,34029,4,0,,1,1,3,,0,0
21,3,0,,0,,1,,FALSE,,,0,56,,166135,4,0,,3,0,3,,1,1
0,0,0,,0,,0,,FALSE,,,0,0,1,107876,1,0,,0,0,4,,0,0
1,8,0,,0,,0,,FALSE,,,8,720,13,107698,1,0,,0,0,2,,3,0
2,6,0,,0,,0,,FALSE,,,6,540,25,186325,1,0,,0,0,7,,0,0
3,0,0,,0,,0,,FALSE,,,0,0,27,185675,1,0,,0,0,1,,0,0
4,11,0,,0,,0,,FALSE,,,10,933,2,129059,2,0,,1,0,1,,3,0
5,13,0,,0,,2,,FALSE,,,13,1089,3,184959,2,0,,0,3,0,,3,0
6,4,0,,0,,0,,FALSE,,,3,240,4,61381,2,0,,1,1,6,,1,0
7,13,0,,0,,1,,FALSE,,,12,981,12,29868,2,0,,1,5,1,,2,0
8,5,0,,0,,0,,FALSE,,,4,435,15,4,2,0,,1,0,4,,0,0
9,9,0,,0,,0,,FALSE,,,8,717,16,185629,2,0,,1,1,2,,1,0
10,10,0,,0,,0,,FALSE,,,10,781,17,8508,2,0,,0,2,2,,1,0
11,0,0,,0,,0,,FALSE,,,0,0,20,208,2,0,,0,0,4,,0,0
12,10,0,,0,,0,,FALSE,,,8,721,22,187961,2,0,,2,0,4,,0,0
13,0,0,,0,,0,,FALSE,,,0,0,30,112651,2,0,,0,0,2,,0,0
14,13,0,,0,,1,,FALSE,,,9,824,6,185377,3,0,,4,2,4,,3,0
15,12,0,,0,,2,,FALSE,,,12,1076,8,184890,3,0,,0,2,0,,3,0
16,6,0,,0,,0,,FALSE,,,1,113,10,23195,3,0,,5,1,9,,0,0
17,4,0,,0,,0,,FALSE,,,1,91,11,185346,3,0,,3,1,4,,0,0
18,4,0,,0,,0,,FALSE,,,1,192,14,185176,3,0,,3,1,9,,1,0
19,10,0,,0,,0,,FALSE,,,7,689,18,130475,3,0,,3,2,3,,5,0
20,13,0,,0,,1,,FALSE,,,12,1124,19,185167,3,0,,1,1,1,,2,0
