,appearences,assists,blocks,captain,dispossesed,goals,hit_post,injured,inside_box_saves,interceptions,lineups,minutes,number,player_id,position_id,redcards,saves,substitute_in,substitute_out,substitutes_on_bench,tackles,yellowcards,yellowred
16,20,4,,0,,3,,FALSE,,,18,1557,7,430,3,0,,2,7,8,,8,0
17,17,2,,0,,0,,FALSE,,,9,931,14,679,3,0,,8,5,13,,0,0
18,20,0,,0,,0,,FALSE,,,18,1467,18,708,3,0,,2,6,4,,4,0
19,21,0,,0,,0,,FALSE,,,18,1427,19,159,3,1,,3,8,8,,3,0
20,10,0,,0,,0,,FALSE,,,1,268,23,34,3,0,,9,1,22,,1,0
21,14,3,,0,,0,,FALSE,,,12,1064,26,123,3,1,,2,7,2,,3,0
22,0,1,,0,,0,,FALSE,,,0,0,,1757,3,0,,0,0,0,,0,0
23,30,0,,0,,0,,FALSE,,,11,1410,9,440,4,0,,19,2,23,,6,0
24,34,2,,0,,11,,FALSE,,,25,2331,10,439,4,1,,9,10,9,,10,0
25,22,1,,0,,3,,FALSE,,,17,1342,11,460,4,0,,5,9,5,,1,0
26,16,1,,0,,0,,FALSE,,,10,771,12,194,4,0,,6,9,10,,2,0
27,4,0,,0,,0,,FALSE,,,1,118,15,3949,4,0,,3,1,5,,0,0
28,16,3,,0,,7,,FALSE,,,16,1374,20,6971047,4,0,,0,6,0,,1,0
29,4,0,,0,,0,,FALSE,,,0,94,27,397,4,0,,4,0,11,,0,0
0,9,0,,0,,0,,FALSE,,,5,493,11,101,,0,,4,5,6,,2,0
1,38,0,,0,,0,,FALSE,,,38,3403,1,143,1,0,,0,1,0,,0,0
2,1,0,,0,,0,,FALSE,,,0,17,28,4031,1,0,,1,0,23,,0,0
3,0,0,,0,,0,,FALSE,,,0,0,29,402,1,0,,0,0,13,,0,0
4,10,0,,0,,0,,FALSE,,,8,714,4,131,2,0,,2,1,11,,0,0
5,31,2,,0,,2,,FALSE,,,27,2266,14,341,2,0,,4,10,7,,8,1
6,33,0,,0,,3,,FALSE,,,33,2905,15,146,2,0,,0,1,0,,3,0
7,27,1,,0,,0,,FALSE,,,22,2238,18,145,2,0,,5,1,15,,2,0
8,3,0,,0,,0,,FALSE,,,3,270,19,538,2,0,,0,0,0,,1,0
9,15,0,,0,,2,,FALSE,,,12,1093,22,754,2,0,,3,0,17,,0,0
10,16,0,,0,,0,,FALSE,,,16,1210,23,381,2,0,,0,5,3,,2,0
11,23,0,,0,,0,,FALSE,,,22,1996,30,336,2,0,,1,2,7,,0,0
12,7,0,,0,,0,,FALSE,,,4,370,33,3626,2,0,,3,0,12,,2,0
13,0,0,,0,,0,,FALSE,,,0,0,44,4889,2,0,,0,0,1,,0,0
14,1,0,,0,,0,,FALSE,,,0,3,45,2569,2,0,,1,0,3,,0,0
15,10,1,,0,,0,,FALSE,,,4,357,7,512,3,0,,6,4,6,,0,0
16,31,3,,0,,2,,FALSE,,,30,2576,8,153,3,0,,1,5,1,,9,1
17,1,0,,0,,1,,FALSE,,,1,64,13,122,3,0,,0,1,1,,1,0
18,27,5,,0,,2,,FALSE,,,25,2125,16,156,3,0,,2,6,6,,6,1
19,11,3,,0,,1,,FALSE,,,6,658,17,543,3,0,,5,4,9,,3,0
20,33,3,,0,,1,,FALSE,,,32,2821,20,147,3,0,,1,2,4,,6,0
21,27,1,,0,,1,,FALSE,,,24,2052,21,187,3,0,,3,7,3,,0,0
22,22,4,,0,,2,,FALSE,,,19,1659,31,546,3,0,,3,8,5,,3,0
23,0,0,,0,,0,,FALSE,,,0,0,35,4059,3,0,,0,0,6,,0,0
24,26,3,,0,,2,,FALSE,,,11,1242,46,513,3,0,,15,5,23,,2,0
25,11,0,,0,,4,,FALSE,,,6,576,9,745,4,0,,5,4,8,,0,0
26,23,3,,0,,5,,FALSE,,,16,1370,10,741,4,0,,7,10,6,,5,0
27,30,4,,0,,10,,FALSE,,,26,2288,12,94,4,0,,4,6,4,,3,0
28,5,0,,0,,0,,FALSE,,,2,155,17,223,4,0,,3,2,7,,0,0
29,1,0,,0,,0,,FALSE,,,0,12,19,158,4,0,,1,0,3,,0,0
30,8,0,,0,,0,,FALSE,,,3,251,24,517,4,0,,5,3,16,,0,0
31,27,5,,0,,7,,FALSE,,,18,1817,32,346,4,0,,9,7,13,,5,0
32,13,2,,0,,1,,FALSE,,,5,600,41,3635,4,0,,8,2,9,,3,0
0,35,1,,0,,0,,FALSE,,,35,3085,1,63,1,0,,0,1,0,,1,0
1,4,0,,0,,0,,FALSE,,,3,335,32,3787,1,0,,1,0,34,,0,0
2,0,0,,0,,0,,FALSE,,,0,0,38,467,1,0,,0,0,3,,0,0
3,13,0,,0,,0,,FALSE,,,11,1033,2,269,2,0,,2,2,7,,0,0
4,1,0,,0,,0,,FALSE,,,1,90,3,249,2,0,,0,0,0,,1,0
5,30,0,,0,,4,,FALSE,,,30,2598,4,212,2,0,,0,3,0,,5,1
6,34,2,,0,,2,,FALSE,,,33,2798,5,267,2,0,,1,5,1,,3,0
7,28,2,,0,,4,,FALSE,,,25,2269,6,752051,2,0,,3,2,4,,3,0
8,0,0,,0,,0,,FALSE,,,0,0,13,748,2,0,,0,0,2,,0,0
9,4,0,,0,,0,,FALSE,,,1,123,16,324,2,0,,3,1,1,,1,0
10,21,2,,0,,0,,FALSE,,,19,1720,21,428,2,0,,2,3,5,,1,0
11,21,1,,0,,0,,FALSE,,,16,1433,27,407,2,0,,5,4,19,,3,0
12,9,0,,0,,0,,FALSE,,,7,662,28,433,2,0,,2,0,8,,0,0
13,1,0,,0,,0,,FALSE,,,1,90,31,807,2,0,,0,0,0,,0,0
14,24,1,,0,,1,,FALSE,,,22,1974,39,67,2,0,,2,3,8,,3,0
15,24,2,,0,,0,,FALSE,,,17,1420,7,282,3,0,,7,7,13,,2,0
16,23,2,,0,,9,,FALSE,,,20,1718,8,229,3,0,,3,9,5,,7,0
17,15,0,,0,,0,,FALSE,,,10,955,11,3614,3,0,,5,2,11,,2,1
18,33,6,,0,,3,,FALSE,,,27,2425,12,214,3,0,,6,6,8,,5,0
19,1,0,,0,,0,,FALSE,,,0,15,14,250,3,0,,1,0,1,,1,0
20,1,0,,0,,0,,FALSE,,,1,45,14,4021,3,0,,0,1,3,,0,0
21,33,0,,0,,2,,FALSE,,,33,2867,15,272,3,0,,0,5,2,,6,0
22,32,0,,0,,1,,FALSE,,,22,2114,17,255,3,0,,10,5,14,,4,0
23,1,0,,0,,0,,FALSE,,,1,45,20,3754,3,0,,0,1,3,,0,0
24,29,3,,0,,5,,FALSE,,,15,1554,9,226,4,0,,14,9,17,,1,0
25,14,2,,0,,1,,FALSE,,,7,710,10,223,4,0,,7,4,12,,2,0
26,26,2,,0,,3,,FALSE,,,24,1942,18,260,4,0,,2,13,6,,3,0
27,26,2,,0,,2,,FALSE,,,14,1448,22,404,4,0,,12,7,20,,2,0
28,23,0,,0,,0,,FALSE,,,8,943,23,261,4,0,,15,5,27,,0,0
29,22,2,,0,,1,,FALSE,,,15,1157,26,253,4,0,,7,12,18,,3,0
30,0,0,,0,,0,,FALSE,,,0,0,30,1994,4,0,,0,0,1,,0,0
0,26,0,,0,,0,,FALSE,,,26,2317,1,35,1,0,,0,1,3,,3,0
1,0,0,,0,,0,,FALSE,,,0,0,24,657,1,0,,0,0,25,,0,0
2,13,0,,0,,0,,FALSE,,,12,1103,32,351,1,0,,1,0,9,,0,0
3,26,0,,0,,0,,FALSE,,,18,1699,2,361,2,0,,8,2,16,,8,0
4,25,0,,0,,0,,FALSE,,,20,1757,3,132,2,0,,5,4,7,,3,0
5,29,1,,0,,1,,FALSE,,,29,2550,4,130,2,1,,0,2,0,,8,1
6,24,1,,0,,0,,FALSE,,,19,1776,5,136,2,0,,5,1,8,,2,0
7,11,1,,0,,0,,FALSE,,,11,944,6,1103,2,1,,0,0,1,,1,0
8,10,0,,0,,0,,FALSE,,,7,708,6,39,2,0,,3,1,14,,3,0
9,29,1,,0,,1,,FALSE,,,28,2414,10,22,2,0,,1,5,1,,8,1
10,16,0,,0,,1,,FALSE,,,14,1068,12,634,2,0,,2,9,4,,4,0
11,3,0,,0,,0,,FALSE,,,3,270,15,23,2,0,,0,0,1,,0,0
12,31,1,,0,,0,,FALSE,,,29,2596,19,367,2,0,,2,2,1,,10,1
13,16,1,,0,,0,,FALSE,,,12,1161,22,656,2,0,,4,3,22,,1,0
14,0,0,,0,,0,,FALSE,,,0,0,27,2668,2,0,,0,0,2,,0,0
15,7,0,,0,,0,,FALSE,,,6,613,27,765,2,0,,1,0,11,,0,0
16,0,0,,0,,0,,FALSE,,,0,0,33,7328,2,0,,0,0,5,,0,0
17,0,0,,0,,0,,FALSE,,,0,0,7,40,3,0,,0,0,2,,0,0
18,20,0,,0,,2,,FALSE,,,1,510,7,58,3,0,,19,0,23,,1,0
19,31,5,,0,,0,,FALSE,,,30,2080,8,87,3,0,,1,26,5,,3,0
20,0,0,,0,,0,,FALSE,,,0,0,15,7846,3,0,,0,0,1,,0,0
21,33,4,,0,,1,,FALSE,,,23,2184,16,323,3,0,,10,6,11,,3,0
22,1,0,,0,,0,,FALSE,,,0,28,18,2598,3,0,,1,0,4,,0,0
23,10,0,,0,,0,,FALSE,,,9,730,18,766,3,1,,1,3,7,,4,0
24,21,5,,0,,2,,FALSE,,,18,1645,20,115,3,0,,3,5,4,,2,0
25,0,0,,0,,0,,FALSE,,,0,0,26,3974,3,0,,0,0,2,,0,0
26,1,0,,0,,0,,FALSE,,,0,13,29,784,3,0,,1,0,1,,1,1
27,22,3,,0,,0,,FALSE,,,19,1494,39,175,3,0,,3,9,3,,8,1
28,31,5,,0,,4,,FALSE,,,19,1912,9,313,4,0,,12,4,17,,3,0
29,38,4,,0,,24,,FALSE,,,38,3390,11,27,4,0,,0,7,0,,5,0
30,3,0,,0,,0,,FALSE,,,2,166,14,57,4,0,,1,1,8,,0,0
31,32,3,,0,,9,,FALSE,,,24,2183,17,372,4,1,,8,10,8,,1,0
32,3,0,,0,,0,,FALSE,,,0,33,23,548,4,0,,3,0,19,,0,0
33,8,0,,0,,0,,FALSE,,,1,121,28,279,4,0,,7,1,11,,0,0
34,0,0,,0,,0,,FALSE,,,0,0,30,776,4,0,,0,0,3,,0,0
0,25,0,,0,,0,,FALSE,,,25,2234,1,289,1,0,,0,2,0,,3,0
1,0,0,,0,,0,,FALSE,,,0,0,15,614,1,0,,0,0,1,,0,0
2,6,0,,0,,0,,FALSE,,,5,451,21,2410,1,0,,1,0,25,,0,0
3,2,0,,0,,0,,FALSE,,,1,105,31,681,1,0,,1,0,7,,0,0
4,0,0,,0,,0,,FALSE,,,0,0,31,5066,1,0,,0,0,3,,0,0
5,19,0,,0,,3,,FALSE,,,19,1710,3,73,2,0,,0,0,0,,3,1
6,10,0,,0,,0,,FALSE,,,10,722,3,678,2,1,,0,3,2,,1,1
7,23,0,,0,,0,,FALSE,,,21,1730,4,230,2,0,,2,9,5,,7,0
8,17,0,,0,,1,,FALSE,,,17,1413,7,364439,2,0,,0,3,1,,2,0
9,0,0,,0,,0,,FALSE,,,0,0,14,743,2,0,,0,0,7,,0,0
10,3,0,,0,,0,,FALSE,,,3,270,15,392,2,0,,0,0,0,,0,0
11,21,1,,0,,0,,FALSE,,,20,1809,16,532,2,0,,1,4,4,,2,0
12,19,2,,0,,0,,FALSE,,,15,1325,18,700,2,0,,4,2,11,,2,1
13,22,0,,0,,0,,FALSE,,,21,1914,26,555,2,0,,1,0,2,,5,0
14,28,0,,0,,0,,FALSE,,,28,2409,35,400,2,0,,0,3,4,,2,0
15,3,0,,0,,0,,FALSE,,,1,145,40,692,2,0,,2,0,9,,0,0
16,5,0,,0,,0,,FALSE,,,3,341,46,701,2,0,,2,0,4,,0,0
17,26,4,,0,,2,,FALSE,,,25,2255,5,258,3,0,,1,4,1,,8,0
18,18,0,,0,,0,,FALSE,,,15,1316,6,128,3,0,,3,3,17,,3,0
19,12,0,,0,,0,,FALSE,,,9,715,8,386,3,0,,3,6,8,,1,0
20,24,3,,0,,2,,FALSE,,,22,1928,11,221,3,0,,2,4,4,,5,1
21,4,0,,0,,0,,FALSE,,,4,360,19,394,3,0,,0,0,0,,0,0
22,10,0,,0,,0,,FALSE,,,9,780,22,693,3,0,,1,4,13,,5,0
23,22,2,,0,,3,,FALSE,,,20,1844,23,702,3,0,,2,4,2,,7,0
24,18,0,,0,,2,,FALSE,,,15,1279,32,3640,3,0,,3,7,7,,2,0
25,12,0,,0,,0,,FALSE,,,7,774,33,3776,3,0,,5,2,10,,3,0
26,0,0,,0,,0,,FALSE,,,0,0,37,69873,3,0,,0,0,1,,0,0
27,0,0,,0,,0,,FALSE,,,0,0,38,3142,3,0,,0,0,2,,0,0
28,19,2,,0,,3,,FALSE,,,16,1467,39,391,3,0,,3,1,11,,2,0
29,2,0,,0,,0,,FALSE,,,1,82,41,1061,3,0,,1,1,2,,0,0
30,34,3,,0,,5,,FALSE,,,26,2277,9,342,4,0,,8,12,9,,2,0
31,3,0,,0,,0,,FALSE,,,0,28,10,365,4,0,,3,0,4,,0,0
32,10,1,,0,,0,,FALSE,,,3,357,14,3829,4,0,,7,2,8,,0,0
33,18,3,,0,,1,,FALSE,,,10,1048,17,353,4,0,,8,2,13,,1,0
34,17,1,,0,,1,,FALSE,,,4,463,19,36,4,0,,13,3,18,,1,0
35,16,1,,0,,1,,FALSE,,,12,1028,20,691,4,0,,4,9,7,,0,0
36,19,2,,0,,8,,FALSE,,,18,1477,24,689,4,0,,1,6,4,,5,0
37,23,3,,0,,2,,FALSE,,,6,823,27,274,4,0,,17,3,22,,0,0
38,0,0,,0,,0,,FALSE,,,0,0,47,5053,4,0,,0,0,1,,0,0
0,31,0,,0,,0,,FALSE,,,31,2716,1,254,1,0,,0,1,4,,2,0
1,0,0,,0,,0,,FALSE,,,0,0,13,7509,1,0,,0,0,1,,0,0
2,7,0,,0,,0,,FALSE,,,6,614,23,304,1,0,,1,0,4,,0,0
3,1,0,,0,,0,,FALSE,,,1,90,27,2802,1,0,,0,0,25,,0,0
4,0,0,,0,,0,,FALSE,,,0,0,35,2823,1,0,,0,0,2,,0,0
5,8,0,,0,,0,,FALSE,,,1,231,2,1103,2,0,,7,0,20,,2,0
6,10,0,,0,,0,,FALSE,,,8,786,4,73,2,0,,2,0,6,,2,0
7,1,0,,0,,0,,FALSE,,,0,0,16,1194,2,0,,1,0,10,,0,0
8,28,0,,0,,1,,FALSE,,,25,2296,19,306,2,0,,3,3,12,,2,0
9,29,0,,0,,2,,FALSE,,,25,2334,20,259,2,0,,4,1,6,,4,0
10,0,0,,0,,0,,FALSE,,,0,0,21,67,2,0,,0,0,1,,0,0
11,29,2,,0,,1,,FALSE,,,29,2556,22,138,2,0,,0,3,1,,3,0
12,0,0,,0,,0,,FALSE,,,0,0,25,1271,2,0,,0,0,0,,0,0
13,20,0,,0,,2,,FALSE,,,19,1545,26,264,2,0,,1,5,1,,1,0
14,2,0,,0,,0,,FALSE,,,2,180,28,911,2,0,,0,0,6,,0,0
15,0,0,,0,,0,,FALSE,,,0,0,30,2740,2,0,,0,0,3,,0,0
16,30,2,,0,,1,,FALSE,,,29,2532,32,256,2,0,,1,5,2,,5,0
17,3,0,,0,,0,,FALSE,,,3,194,39,284,2,0,,0,1,1,,0,0
18,15,1,,0,,2,,FALSE,,,11,983,5,242,3,0,,4,4,17,,1,0
19,33,3,,0,,2,,FALSE,,,33,2850,6,33,3,0,,0,5,1,,8,0
20,22,10,,0,,3,,FALSE,,,20,1804,7,244,3,0,,2,5,2,,1,0
21,19,2,,0,,1,,FALSE,,,9,930,8,82,3,0,,10,1,16,,6,0
22,33,1,,0,,1,,FALSE,,,29,2532,12,154,3,0,,4,7,7,,8,0
23,25,4,,0,,3,,FALSE,,,21,1915,14,268,3,0,,4,7,4,,2,0
24,24,5,,0,,6,,FALSE,,,19,1659,21,394,3,0,,5,10,8,,3,0
25,2,0,,0,,0,,FALSE,,,0,10,24,258,3,0,,2,0,3,,0,0
26,1,0,,0,,0,,FALSE,,,0,0,29,1083,3,0,,1,0,6,,0,0
27,0,0,,0,,0,,FALSE,,,0,0,34,7888,3,0,,0,0,1,,0,0
28,0,0,,0,,0,,FALSE,,,0,0,37,1249,3,0,,0,0,2,,0,0
29,23,5,,0,,3,,FALSE,,,18,1708,3,251,4,0,,5,0,11,,2,0
30,16,2,,0,,5,,FALSE,,,8,746,9,240,4,0,,8,7,21,,1,0
31,20,2,,0,,6,,FALSE,,,15,1158,10,92,4,0,,5,12,9,,1,0
32,38,7,,0,,8,,FALSE,,,21,2212,15,239,4,0,,17,1,16,,1,0
33,11,0,,0,,1,,FALSE,,,3,383,17,3654,4,0,,8,2,11,,0,0
34,1,0,,0,,0,,FALSE,,,0,12,17,245,4,0,,1,0,3,,0,0
35,34,5,,0,,18,,FALSE,,,31,2570,18,31,4,1,,3,18,3,,3,0
0,0,0,,0,,0,,FALSE,,,0,0,1,728,1,0,,0,0,35,,0,0
1,38,1,,0,,0,,FALSE,,,38,3420,25,38,1,0,,0,0,0,,2,0
2,0,0,,0,,0,,FALSE,,,0,0,42,2283,1,0,,0,0,2,,0,0
3,25,5,,0,,3,,FALSE,,,24,2140,2,293,2,0,,1,4,1,,1,0
4,23,0,,0,,0,,FALSE,,,23,1979,5,14,2,0,,0,2,4,,0,0
5,14,3,,0,,0,,FALSE,,,8,651,12,47,2,0,,6,4,8,,1,0
6,14,1,,0,,1,,FALSE,,,13,1193,16,730,2,1,,1,0,14,,1,0
7,34,1,,0,,0,,FALSE,,,31,2755,20,648,2,1,,3,2,4,,10,1
8,31,5,,0,,0,,FALSE,,,30,2723,22,668,2,0,,1,2,3,,1,0
9,37,0,,0,,0,,FALSE,,,37,3253,23,13,2,1,,0,2,0,,7,0
10,7,0,,0,,0,,FALSE,,,3,330,27,3744,2,1,,4,2,13,,1,0
11,1,0,,0,,0,,FALSE,,,0,0,32,3951,2,0,,1,0,6,,0,0
12,1,0,,0,,0,,FALSE,,,0,20,34,729,2,0,,1,0,10,,0,0
13,19,0,,0,,1,,FALSE,,,16,1408,37,647,2,0,,3,2,10,,5,0
14,2,0,,0,,0,,FALSE,,,1,54,38,544,2,0,,1,1,10,,0,0
15,5,0,,0,,0,,FALSE,,,2,234,40,652,2,0,,3,0,8,,0,0
16,1,0,,0,,0,,FALSE,,,0,3,49,1022,2,0,,1,0,1,,0,0
17,18,6,,0,,1,,FALSE,,,9,814,4,727,3,0,,9,7,15,,0,0
18,33,8,,0,,9,,FALSE,,,32,2850,8,50,3,0,,1,6,1,,6,0
19,12,4,,0,,0,,FALSE,,,9,648,11,3701,3,0,,3,7,10,,0,0
20,30,5,,0,,6,,FALSE,,,19,1854,15,141,3,0,,11,16,11,,1,0
21,17,3,,0,,1,,FALSE,,,14,1208,17,719,3,0,,3,4,3,,1,0
22,35,2,,0,,0,,FALSE,,,32,2845,21,672,3,0,,3,7,6,,9,0
23,3,0,,0,,0,,FALSE,,,1,77,26,1017,3,0,,2,1,11,,0,0
24,0,0,,0,,0,,FALSE,,,0,0,28,524,3,0,,0,0,2,,0,0
25,3,0,,0,,0,,FALSE,,,1,88,31,516,3,0,,2,1,7,,0,0
26,22,3,,0,,18,,FALSE,,,20,1713,9,492,4,0,,2,10,1,,5,0
27,8,1,,0,,0,,FALSE,,,1,202,10,494,4,0,,7,0,8,,0,0
28,37,4,,0,,9,,FALSE,,,35,3015,18,497,4,0,,2,13,3,,3,0
29,25,1,,0,,4,,FALSE,,,9,954,19,489,4,0,,16,6,21,,1,0
30,24,3,,0,,5,,FALSE,,,10,1013,24,715,4,0,,14,7,21,,1,0
31,1,0,,0,,0,,FALSE,,,0,12,39,4049,4,0,,1,0,1,,0,0
32,4,0,,0,,0,,FALSE,,,0,43,47,3684,4,0,,4,0,9,,0,0
0,35,0,,0,,0,,FALSE,,,35,3133,1,281,1,0,,0,1,0,,2,0
1,0,0,,0,,0,,FALSE,,,0,0,12,501,1,0,,0,0,30,,0,0
2,1,0,,0,,0,,FALSE,,,0,17,37,3650,1,0,,1,0,7,,0,0
3,3,0,,0,,0,,FALSE,,,3,270,38,351,1,0,,0,0,0,,0,0
4,23,2,,0,,2,,FALSE,,,19,1647,2,177,2,0,,4,6,11,,2,0
5,23,0,,0,,0,,FALSE,,,23,1896,3,283,2,0,,0,6,1,,2,0
6,10,1,,0,,1,,FALSE,,,5,571,4,139,2,0,,5,0,20,,0,0
7,27,1,,0,,0,,FALSE,,,23,2099,5,237,2,0,,4,1,11,,9,1
8,9,0,,0,,1,,FALSE,,,7,633,15,117,2,0,,2,2,8,,1,0
9,10,0,,0,,0,,FALSE,,,6,483,16,3790,2,0,,4,3,20,,2,0
10,18,1,,0,,1,,FALSE,,,17,1565,19,302,2,0,,1,0,1,,1,0
11,2,0,,0,,0,,FALSE,,,2,180,22,172,2,0,,0,0,0,,0,0
12,31,0,,0,,1,,FALSE,,,31,2710,28,54,2,0,,0,3,2,,1,0
13,25,2,,0,,2,,FALSE,,,21,1913,33,236,2,0,,4,2,7,,2,0
14,0,0,,0,,0,,FALSE,,,0,0,36,5305,2,0,,0,0,3,,0,0
15,3,0,,0,,0,,FALSE,,,1,124,44,1439,2,0,,2,0,9,,1,0
16,2,0,,0,,0,,FALSE,,,0,1,45,3762,2,0,,2,0,2,,0,0
17,1,0,,0,,0,,FALSE,,,0,1,6,188,3,0,,1,0,9,,0,0
18,22,2,,0,,2,,FALSE,,,16,1455,7,118,3,0,,6,6,11,,0,0
19,30,7,,0,,4,,FALSE,,,19,1747,8,247,3,0,,11,7,16,,2,0
20,16,7,,0,,1,,FALSE,,,14,1177,11,215,3,0,,2,10,2,,1,0
21,16,3,,0,,4,,FALSE,,,8,721,17,186,3,0,,8,5,15,,0,0
22,34,7,,0,,2,,FALSE,,,34,2997,18,291,3,0,,0,3,1,,4,0
23,13,2,,0,,1,,FALSE,,,8,811,24,460451,3,0,,5,1,5,,2,0
24,34,0,,0,,0,,FALSE,,,30,2629,34,287,3,0,,4,6,6,,7,0
25,0,0,,0,,0,,FALSE,,,0,0,35,11147,3,0,,0,0,1,,0,0
26,1,0,,0,,0,,FALSE,,,0,15,48,3868,3,0,,1,0,5,,0,0
27,10,3,,0,,0,,FALSE,,,6,541,10,266,4,0,,4,7,6,,0,0
28,19,0,,0,,3,,FALSE,,,6,638,14,205,4,0,,13,4,20,,1,0
29,26,6,,0,,14,,FALSE,,,25,2213,25,96,4,0,,1,5,2,,1,0
30,2,3,,0,,0,,FALSE,,,1,126,27,279,4,0,,1,1,2,,0,0
31,35,6,,0,,23,,FALSE,,,32,2869,32,252,4,0,,3,11,3,,6,0
32,32,10,,0,,10,,FALSE,,,26,2381,39,68,4,0,,6,6,5,,4,1
33,0,0,,0,,0,,FALSE,,,0,0,40,3638,4,0,,0,0,16,,0,0
34,1,0,,0,,0,,FALSE,,,0,7,52,3791,4,0,,1,0,1,,0,0
35,0,0,,0,,0,,FALSE,,,0,0,54,2620,4,0,,0,0,1,,0,0
0,37,0,,0,,0,,FALSE,,,37,3330,1,231,1,0,,0,0,0,,0,0
1,1,0,,0,,0,,FALSE,,,1,90,12,577,1,0,,0,0,3,,0,0
2,0,0,,0,,0,,FALSE,,,0,0,19,615,1,0,,0,0,33,,0,0
3,8,0,,0,,0,,FALSE,,,7,595,2,583,2,0,,1,3,16,,1,0
4,27,1,,0,,1,,FALSE,,,27,2366,3,97,2,0,,0,2,0,,3,0
5,22,1,,0,,0,,FALSE,,,22,1898,4,102,2,0,,0,4,2,,5,0
6,32,0,,0,,1,,FALSE,,,32,2807,5,368,2,0,,0,2,0,,2,0
7,32,2,,0,,0,,FALSE,,,29,2658,6,576,2,0,,3,2,8,,4,0
8,9,0,,0,,0,,FALSE,,,9,810,7,189,2,0,,0,0,3,,1,0
9,34,0,,0,,0,,FALSE,,,34,3060,18,366,2,0,,0,0,1,,2,0
10,12,0,,0,,0,,FALSE,,,9,869,26,747,2,0,,3,0,23,,0,0
11,1,0,,0,,0,,FALSE,,,0,45,33,770,2,0,,1,0,5,,0,0
12,0,0,,0,,0,,FALSE,,,0,0,36,917,2,0,,0,0,0,,0,0
13,0,0,,0,,0,,FALSE,,,0,0,,610,2,0,,0,0,0,,0,0
14,25,0,,0,,5,,FALSE,,,25,2141,13,331,3,0,,0,7,3,,5,0
15,0,0,,0,,0,,FALSE,,,0,0,14,769,3,0,,0,0,1,,0,0
16,32,5,,0,,6,,FALSE,,,30,2542,16,382,3,0,,2,9,2,,2,0
17,12,0,,0,,0,,FALSE,,,5,407,17,600,3,0,,7,3,26,,0,0
18,20,0,,0,,0,,FALSE,,,14,1332,20,43,3,0,,6,2,10,,3,0
19,23,1,,0,,1,,FALSE,,,15,1503,27,134,3,0,,8,5,19,,5,0
20,17,2,,0,,0,,FALSE,,,12,1001,29,373,3,0,,5,5,6,,1,0
21,12,0,,0,,0,,FALSE,,,7,590,34,751,3,1,,5,2,14,,1,0
22,0,0,,0,,0,,FALSE,,,0,0,36,31526,3,0,,0,0,1,,0,0
23,2,0,,0,,0,,FALSE,,,0,2,7,204,4,0,,2,0,6,,0,0
24,8,1,,0,,0,,FALSE,,,7,595,8,314,4,0,,1,3,2,,0,0
25,11,0,,0,,2,,FALSE,,,3,443,9,740,4,0,,8,3,11,,1,0
26,23,4,,0,,3,,FALSE,,,12,1168,10,333,4,0,,11,7,19,,2,0
27,27,3,,0,,2,,FALSE,,,19,1869,11,379,4,0,,8,6,14,,2,0
28,9,1,,0,,1,,FALSE,,,5,452,15,553,4,0,,4,4,6,,1,0
29,2,0,,0,,0,,FALSE,,,0,24,21,4006,4,0,,2,0,5,,1,0
30,29,3,,0,,7,0,FALSE,,,27,2395,23,326,4,0,,2,6,2,,1,0
31,27,6,,0,,8,,FALSE,,,27,2228,25,91,4,0,,0,11,0,,3,0
32,10,1,,0,,1,,FALSE,,,3,328,35,606,4,0,,7,2,9,,0,0
0,2,0,,0,,0,,FALSE,,,2,180,1,663,1,0,,0,0,36,,0,0
1,0,0,,0,,0,,FALSE,,,0,0,13,630,1,0,,0,0,2,,0,0
2,36,0,,0,,0,,FALSE,,,36,3240,25,275,1,0,,0,0,0,,3,0
3,35,2,,0,,0,,FALSE,,,35,3111,2,370,2,0,,0,2,0,,10,0
4,0,0,,0,,0,,FALSE,,,0,0,3,661,2,0,,0,0,3,,0,0
5,0,0,,0,,0,,FALSE,,,0,0,5,1914,2,0,,0,0,1,,0,0
6,31,0,,0,,3,,FALSE,,,30,2745,6,528,2,0,,1,0,2,,4,0
7,38,1,,0,,0,,FALSE,,,38,3420,14,624,2,0,,0,0,0,,8,0
8,30,2,,0,,0,,FALSE,,,30,2700,15,621,2,0,,0,0,0,,4,0
9,0,0,,0,,0,,FALSE,,,0,0,17,216609,2,0,,0,0,6,,0,0
10,6,0,,0,,0,,FALSE,,,6,495,20,602,2,0,,0,1,9,,0,0
11,8,0,,0,,0,,FALSE,,,6,546,21,246,2,0,,2,2,16,,2,0
12,8,0,,0,,0,,FALSE,,,6,502,27,605,2,0,,2,3,21,,3,0
13,35,3,,0,,5,,FALSE,,,34,3012,4,127,3,0,,1,3,1,,8,0
14,33,3,,0,,4,,FALSE,,,26,2382,7,597,3,0,,7,11,11,,3,0
15,37,0,,0,,0,,FALSE,,,37,3330,12,635,3,0,,0,1,0,,8,1
16,9,1,,0,,0,,FALSE,,,3,302,17,664,3,0,,6,3,14,,1,0
17,34,3,,0,,0,,FALSE,,,18,1698,18,631,3,0,,16,7,16,,2,0
18,5,0,,0,,0,,FALSE,,,1,100,19,607,3,0,,4,1,20,,1,0
19,1,0,,0,,0,,FALSE,,,0,2,22,3562,3,0,,1,0,7,,0,0
